02-1-0-0 0.22916666666666666 0.625 0.31060606060606061 0.75757575757575757 0.77272727272727271 0.17613636363636365 0.005681818181818182 0.3125 0.1875 0.0
02-1-0-1 0.21276595744680851 0.625 0.2196969696969697 0.83333333333333337 0.62790697674418605 0.17234848484848486 0.005681818181818182 0.3125 0.1875 0.0
02-1-0-0 0.22916666666666666 0.625 0.31060606060606061 0.75757575757575757 0.77272727272727271 0.17613636363636365 0.005681818181818182 0.3125 0.1875 0.0
02-1-0-1 0.21276595744680851 0.625 0.2196969696969697 0.83333333333333337 0.62790697674418605 0.17234848484848486 0.005681818181818182 0.3125 0.1875 0.0
02-1-0-10 0.19672131147540983 0.625 0.29411764705882354 0.80882352941176472 0.71186440677966101 0.22242647058823528 0.001838235294117647 0.1875 0.14512050593046014 0.0
02-1-0-11 0.18965517241379309 0.625 0.3014705882352941 0.88235294117647056 0.78181818181818186 0.20955882352941177 0.0036764705882352941 0.3125 0.1875 0.0
02-1-0-2 0.23999999999999999 0.79166666666666663 0.29411764705882354 0.92647058823529416 0.625 0.18198529411764705 0.001838235294117647 0.3125 0.14512050593046014 0.0
02-1-0-3 0.16363636363636364 0.58333333333333337 0.35294117647058826 0.98529411764705888 0.660377358490566 0.20036764705882354 0.001838235294117647 0.25 0.14512050593046014 0.0
02-1-0-4 0.22641509433962265 0.58333333333333337 0.30303030303030304 0.98484848484848486 0.62745098039215685 0.19886363636363635 0.001893939393939394 0.25 0.14512050593046014 0.0
02-1-0-5 0.33333333333333331 0.91666666666666663 0.31818181818181818 0.75757575757575757 0.67391304347826086 0.17992424242424243 0.001893939393939394 0.3125 0.14512050593046014 0.0
02-1-0-6 0.26000000000000001 0.79166666666666663 0.34558823529411764 0.55882352941176472 0.76086956521739135 0.17830882352941177 0.0055147058823529415 0.3125 0.1875 0.0
02-1-0-7 0.20408163265306123 0.625 0.33088235294117646 0.44117647058823528 0.66666666666666663 0.17463235294117646 0.0055147058823529415 0.3125 0.1875 0.0
02-1-0-8 0.22222222222222221 0.625 0.28125 0.296875 0.60465116279069764 0.173828125 0.001953125 0.3125 0.14512050593046014 0.0
02-1-0-9 0.21276595744680851 0.58333333333333337 0.25 0.53125 0.62222222222222223 0.181640625 0.001953125 0.25 0.14512050593046014 0.0
02-2-0-0 0.22916666666666666 0.625 0.33088235294117646 0.39705882352941174 0.77272727272727271 0.17095588235294118 0.0055147058823529415 0.3125 0.1875 0.0
02-2-0-1 0.20408163265306123 0.625 0.22794117647058823 0.45588235294117646 0.64444444444444449 0.17463235294117646 0.0055147058823529415 0.3125 0.1875 0.0
02-2-0-10 0.25 0.83333333333333337 0.38235294117647056 0.95588235294117652 0.73469387755102045 0.1875 0.0036764705882352941 0.25 0.125 0.0
02-2-0-2 0.23999999999999999 0.79166666666666663 0.29411764705882354 0.57352941176470584 0.625 0.18198529411764705 0.001838235294117647 0.3125 0.14512050593046014 0.0
02-2-0-3 0.29629629629629628 1.0 0.30882352941176472 0.66176470588235292 0.71153846153846156 0.19669117647058823 0.001838235294117647 0.3125 0.14512050593046014 0.0
02-2-0-4 0.28301886792452829 0.91666666666666663 0.3014705882352941 0.67647058823529416 0.73469387755102045 0.18933823529411764 0.0055147058823529415 0.3125 0.1875 0.0
02-2-0-5 0.20408163265306123 0.625 0.3014705882352941 0.73529411764705888 0.64444444444444449 0.17463235294117646 0.0055147058823529415 0.3125 0.1875 0.0
02-2-0-6 0.23999999999999999 0.79166666666666663 0.22058823529411764 0.80882352941176472 0.625 0.18198529411764705 0.001838235294117647 0.3125 0.14512050593046014 0.0
02-2-0-7 0.16363636363636364 0.58333333333333337 0.17647058823529413 0.6029411764705882 0.660377358490566 0.20036764705882354 0.001838235294117647 0.25 0.14512050593046014 0.0
02-2-0-8 0.24590163934426229 0.79166666666666663 0.27941176470588236 0.52941176470588236 0.71186440677966101 0.22242647058823528 0.001838235294117647 0.1875 0.14512050593046014 0.0
02-2-0-9 0.34693877551020408 0.91666666666666663 0.23529411764705882 0.82352941176470584 0.71739130434782605 0.17647058823529413 0.0036764705882352941 0.3125 0.14512050593046014 0.0
03-1-0-0 0.19642857142857142 0.66666666666666663 0.073529411764705885 0.53594771241830064 0.60377358490566035 0.20220588235294118 0.0036764705882352941 0.3125 0.19812031259014451 0.0
03-1-0-1 0.20000000000000001 0.54166666666666663 0.073529411764705885 0.61764705882352944 0.55319148936170215 0.18014705882352941 0.0036764705882352941 0.25 0.125 0.0
03-1-0-2 0.29999999999999999 0.70833333333333337 0.045454545454545456 0.60606060606060608 0.69444444444444442 0.14583333333333334 0.005681818181818182 0.25 0.125 0.0
03-1-0-3 0.21739130434782608 0.70833333333333337 0.0625 0.796875 0.7441860465116279 0.17578125 0.00390625 0.25 0.125 0.0
03-1-0-4 0.3125 0.625 0.31481481481481483 0.79629629629629628 0.76666666666666672 0.14583333333333334 0.0023148148148148147 0.3125 0.23127748238381826 0.0
